EventName,Casino,Location,Offer,StartDate,EndDate
10X Points – Full Pink Moon,Legends Casino Hotel ," 580 Fort Road, Toppenish, WA ",Earn 10x points using your rewards card,4/12/2025 18:00,4/12/2025 23:59
$75K Guaranteed Giveaway,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $35,000 in cash; 5 winners every hour",4/19/2025 15:00,4/19/2025 21:00
$75K Guaranteed Giveaway Grand Finale,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ",Grand Finale Drawing,4/19/2025 21:30,4/19/2025 21:30
The Greatest Show,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/2/2025 17:00,4/2/2025 21:00
The Greatest Show,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/9/2025 17:00,4/9/2025 21:00
The Greatest Show,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/16/2025 17:00,4/16/2025 21:00
The Greatest Show,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/23/2025 17:00,4/23/2025 21:00
The Greatest Show,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/30/2025 17:00,4/30/2025 21:00
Dodge Charger Giveaway,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ",Win a brand-new Dodge Charger; 5 winners every half hour,4/26/2025 17:00,4/26/2025 20:30
Dodge Charger Giveaway Grand Finale,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ",Grand Finale Drawing,4/26/2025 21:00,4/26/2025 21:00
30th Anniversary Machine Tournament,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $5,000 in cash",4/28/2025 14:00,4/28/2025 17:45
Mother's Day Brunch Buffet,Muckleshoot Casino Resort ," 3402 Auburn Way South, Auburn, WA 98002  ",$52 per person | $26 for children under 12 | Free for children 2 and under,5/11/2025 9:00,5/11/2025 15:00
VIP Las Vegas Trip Giveaway Drawing,Lucky Dog Casino ," 19330 N US HWY 101, Skokomish, WA 98584  ",Exclusive drawing takes place at 8:15pm.,4/19/2025 20:15,4/19/2025 20:15
Las Vegas-Inspired Dessert Reception,Lucky Dog Casino ," 19330 N US HWY 101, Skokomish, WA 98584  ",Exclusive reception area in the event room with Las Vegas-inspired desserts.,4/19/2025 19:00,4/19/2025 20:00
=======
Cash & Car Giveaways,Legends Casino," 580 Fort Road, Toppenish, WA ","Hourly cash prize drawings with top prize up to $6,000 from 6pm–8pm and $8,000 at 9pm",4/3/2025 18:00,4/3/2025 21:00
Cash & Car Giveaways,Legends Casino," 580 Fort Road, Toppenish, WA ","Hourly cash prize drawings with top prize up to $6,000 from 6pm–8pm and $8,000 at 9pm",4/10/2025 18:00,4/10/2025 21:00
Cash & Car Giveaways,Legends Casino," 580 Fort Road, Toppenish, WA ","Hourly cash prize drawings with top prize up to $6,000 from 6pm–8pm and $8,000 at 9pm",4/17/2025 18:00,4/17/2025 21:00
Cash & Car Giveaways,Legends Casino," 580 Fort Road, Toppenish, WA ","Hourly cash prize drawings with top prize up to $6,000 from 6pm–8pm and $8,000 at 9pm",4/24/2025 18:00,4/24/2025 21:00
2025 Volkswagen Jetta Giveaway,Legends Casino," 580 Fort Road, Toppenish, WA ","One grand prize car winner & three cash winners: $4,000, $6,000, $8,000",4/24/2025 21:00,4/24/2025 21:00
Kia K5 Giveaway Entry Begins,Legends Casino," 580 Fort Road, Toppenish, WA ",One free entry every Thursday starting at 6pm when you activate card on slot machine,4/3/2025 18:00,4/3/2025 23:59
Kia K5 Giveaway Entry Begins,Legends Casino," 580 Fort Road, Toppenish, WA ",One free entry every Thursday starting at 6pm when you activate card on slot machine,4/10/2025 18:00,4/10/2025 23:59
Kia K5 Giveaway Entry Begins,Legends Casino," 580 Fort Road, Toppenish, WA ",One free entry every Thursday starting at 6pm when you activate card on slot machine,4/17/2025 18:00,4/17/2025 23:59
Kia K5 Giveaway Entry Begins,Legends Casino," 580 Fort Road, Toppenish, WA ",One free entry every Thursday starting at 6pm when you activate card on slot machine,4/24/2025 18:00,4/24/2025 23:59
Xtra Rewards Free Play,Legends Casino," 580 Fort Road, Toppenish, WA ",$105 Xtra Rewards Free Play added to account,4/6/2025 10:00,4/9/2025 23:59
Xtra Rewards Free Play,Legends Casino," 580 Fort Road, Toppenish, WA ",$105 Xtra Rewards Free Play added to account,4/13/2025 10:00,4/16/2025 23:59
Xtra Rewards Free Play,Legends Casino," 580 Fort Road, Toppenish, WA ",$105 Xtra Rewards Free Play added to account,4/20/2025 10:00,4/23/2025 23:59
Xtra Rewards Free Play,Legends Casino," 580 Fort Road, Toppenish, WA ",$105 Xtra Rewards Free Play added to account,4/27/2025 10:00,4/30/2025 23:59
Hollywood Headphones Giveaway,Legends Casino," 580 Fort Road, Toppenish, WA ",Hollywood headphones giveaway,4/8/2025 10:00,4/8/2025 23:59
"20"" Luggage Giveaway",Legends Casino," 580 Fort Road, Toppenish, WA ","20"" luggage giveaway – one per person, while supplies last",4/22/2025 10:00,4/22/2025 23:59
"$500 or $1,000 Slot Drawings",Legends Casino," 580 Fort Road, Toppenish, WA ","Hourly slot machine drawings – win $500 or $1,000",4/20/2025 12:00,4/20/2025 20:00
10X Points – Full Pink Moon,Legends Casino," 580 Fort Road, Toppenish, WA ",Earn 10x points using your rewards card,4/12/2025 18:00,4/12/2025 23:59
$75K Guaranteed Giveaway,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $35,000 in cash; 5 winners every hour",4/19/2025 15:00,4/19/2025 21:00
$75K Guaranteed Giveaway Grand Finale,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ",Grand Finale Drawing,4/19/2025 21:30,4/19/2025 21:30
The Greatest Show,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/2/2025 17:00,4/2/2025 21:00
The Greatest Show,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/9/2025 17:00,4/9/2025 21:00
The Greatest Show,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/16/2025 17:00,4/16/2025 21:00
The Greatest Show,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/23/2025 17:00,4/23/2025 21:00
The Greatest Show,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $15,000 in cash; 6 winners every hour",4/30/2025 17:00,4/30/2025 21:00
Dodge Charger Giveaway,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ",Win a brand-new Dodge Charger; 5 winners every half hour,4/26/2025 17:00,4/26/2025 20:30
Dodge Charger Giveaway Grand Finale,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ",Grand Finale Drawing,4/26/2025 21:00,4/26/2025 21:00
30th Anniversary Machine Tournament,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ","Win up to $5,000 in cash",4/28/2025 14:00,4/28/2025 17:45
Mother's Day Brunch Buffet,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ",$52 per person | $26 for children under 12 | Free for children 2 and under,5/11/2025 9:00,5/11/2025 15:00
VIP Las Vegas Trip Giveaway Drawing,Lucky Dog Casino," 19330 N US HWY 101, Skokomish, WA 98584  ",Exclusive drawing takes place at 8:15pm.,4/19/2025 20:15,4/19/2025 20:15
Las Vegas-Inspired Dessert Reception,Lucky Dog Casino," 19330 N US HWY 101, Skokomish, WA 98584  ",Exclusive reception area in the event room with Las Vegas-inspired desserts.,4/19/2025 19:00,4/19/2025 20:00
Wednesday Free Play,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ",$25 free play available each Wednesday in May if you card in between 10:00 and 23:59,5/7/2025 10:00,5/7/2025 23:59
Wednesday Free Play,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ",$25 free play available each Wednesday in May if you card in between 10:00 and 23:59,5/14/2025 10:00,5/14/2025 23:59
Wednesday Free Play,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ",$25 free play available each Wednesday in May if you card in between 10:00 and 23:59,5/21/2025 10:00,5/21/2025 23:59
Wednesday Free Play,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ",$25 free play available each Wednesday in May if you card in between 10:00 and 23:59,5/28/2025 10:00,5/28/2025 23:59
Iced Out Sparkling Beze Solitaire Necklace Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem a sparkling beze solitaire necklace with no point earning needed,5/1/2025 13:00,5/1/2025 21:00
Iced Out Sparkling Beze Solitaire Necklace Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem a sparkling beze solitaire necklace with no point earning needed,5/4/2025 13:00,5/4/2025 21:00
Sparkling Tennis Bracelet Duo Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem a sparkling tennis bracelet duo with no point earning needed,5/8/2025 13:00,5/8/2025 21:00
Sparkling Tennis Bracelet Duo Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem a sparkling tennis bracelet duo with no point earning needed,5/11/2025 13:00,5/11/2025 21:00
Sparkling Hoop Earrings Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem sparkling hoop earrings with no point earning needed,5/15/2025 13:00,5/15/2025 21:00
Sparkling Hoop Earrings Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem sparkling hoop earrings with no point earning needed,5/18/2025 13:00,5/18/2025 21:00
Sparkling Knot Earrings Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem sparkling knot earrings with no point earning needed,5/22/2025 13:00,5/22/2025 21:00
Sparkling Knot Earrings Free Gift,Little Creek Casino," 91 West State Route 108, Shelton, WA 98504  ",Redeem sparkling knot earrings with no point earning needed,5/25/2025 13:00,5/25/2025 21:00
Canvas Tool Tote Set - Week 1,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/4/2025 12:00,5/4/2025 20:00
Canvas Tool Tote Set - Week 1,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/6/2025 12:00,5/6/2025 20:00
Canvas Tool Tote Set - Week 2,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/11/2025 12:00,5/11/2025 20:00
Canvas Tool Tote Set - Week 2,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/13/2025 12:00,5/13/2025 20:00
Canvas Tool Tote Set - Week 3,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/18/2025 12:00,5/18/2025 20:00
Canvas Tool Tote Set - Week 3,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/20/2025 12:00,5/20/2025 20:00
Canvas Tool Tote Set - Week 4,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/25/2025 12:00,5/25/2025 20:00
Canvas Tool Tote Set - Week 4,Lucky Eagle Casino," 12888 188th Avenue SW, Rochester, WA 98579  ","Swipe your player’s club card at a kiosk starting at 10am to claim your voucher, then exchange it for your free gift at the promotions podium from 12pm - 8pm.",5/27/2025 12:00,5/27/2025 20:00
$25 Mystery Gift Card,Muckleshoot Casino," 3402 Auburn Way South, Auburn, WA 98002  ",Claim your $25 mystery gift card by swiping your Muckleshoot Rewards card at any promotions kiosk and printing your voucher.,4/29/2025 12:00,4/29/2025 20:00
"$35,000 VIP Slot Tournament",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","$10,000 cash grand prize; prize structure: 2nd place $5,000, 3rd place $3,000, 4th-6th place $2,000, 7th-18th place $1,000",5/17/2025 12:00,5/17/2025 18:00
Memorial Day Sweepstakes,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Play throughout May for a chance to win a share of $52,000 in cash & prizes including the $40,000 cash grand prize. Receive a free entry each day with your ilani Forever Rewards account, plus an additional entry per status point earned.",5/1/2025 0:00,5/26/2025 23:59
Entry Multiplier Monday,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiple entries for every status point earned.,5/5/2025 0:00,5/5/2025 23:59
Entry Multiplier Monday,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiple entries for every status point earned.,5/12/2025 0:00,5/12/2025 23:59
Entry Multiplier Monday,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiple entries for every status point earned.,5/19/2025 0:00,5/19/2025 23:59
Entry Multiplier Thursday,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiple entries for every status point earned.,5/1/2025 0:00,5/1/2025 23:59
Entry Multiplier Thursday,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiple entries for every status point earned.,5/8/2025 0:00,5/8/2025 23:59
Entry Multiplier Thursday,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiple entries for every status point earned.,5/15/2025 0:00,5/15/2025 23:59
Entry Multiplier Thursday,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiple entries for every status point earned.,5/22/2025 0:00,5/22/2025 23:59
Memorial Day Sweepstakes Grand Finale,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Entry activation 15:00–19:40, $1,000 Promo Play Hot Seats every 20 minutes from 16:00–19:40, $40,000 Cash Grand Prize at 20:00 at Rock & Brews. Must be present to win.",5/26/2025 15:00,5/26/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/6/2025 12:00,5/6/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/7/2025 12:00,5/7/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/13/2025 12:00,5/13/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/14/2025 12:00,5/14/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/20/2025 12:00,5/20/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/21/2025 12:00,5/21/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/27/2025 12:00,5/27/2025 20:00
"Dome Backpack, Large Tote Bag, Phone Holder, London Fog Crossbody Bag Collection",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Gift pickup, valid only for player named, while supplies last",5/28/2025 12:00,5/28/2025 20:00
Double Rewards Dollars,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Earn 2x rewards dollars at select locations,5/13/2025 6:00,5/15/2025 5:59
Double Rewards Dollars,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Earn 2x rewards dollars at select locations,5/27/2025 6:00,5/29/2025 5:59
2X Status Points,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiplied status points,5/6/2025 6:00,5/8/2025 5:59
2X Status Points,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Receive multiplied status points,5/20/2025 6:00,5/22/2025 5:59
"$30,000 Cinco de Mayo Slot Tournament",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Win your share of $3,500 in slot play every hour; chance to win up to $1,000 in slot play",5/4/2025 11:00,5/4/2025 20:00
"Mother's Day $32,000 Giveaway",ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","One grand prize entry for accessing rewards account; $1,000 promo play hot seats every 20 minutes; $20,000 cash grand finale",5/11/2025 12:00,5/11/2025 17:00
Barbuds Giveaway,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",Pick up free earbuds by printing gift receipt at promotional kiosk and redeeming at the Meeting & Entertainment Center,5/24/2025 12:00,5/24/2025 20:00
Complimentary Night Stay Offer,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Complimentary hotel night stay for ilani Forever Rewards members, reservation required",5/1/2025 0:00,5/31/2025 23:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/1/2025 6:00,5/3/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/3/2025 6:00,5/6/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/8/2025 6:00,5/10/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/11/2025 6:00,5/13/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/15/2025 6:00,5/16/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/16/2025 6:00,5/18/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/18/2025 6:00,5/20/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/22/2025 6:00,5/25/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/26/2025 6:00,5/27/2025 5:59
$35 Slot Play,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$35 slot play,5/30/2025 6:00,6/1/2025 5:59
$15 Dining & Shopping Rewards,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$15 dining & shopping rewards,5/1/2025 0:00,5/15/2025 23:59
$15 Dining & Shopping Rewards,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$15 dining & shopping rewards,5/16/2025 0:00,5/31/2025 23:59
$40 Daytime Slot Play Bonus,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$40 daytime slot play bonus,5/10/2025 6:00,5/10/2025 18:00
$40 Daytime Slot Play Bonus,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ",$40 daytime slot play bonus,5/25/2025 6:00,5/25/2025 18:00
Money Honey Mystery Bonus,ilani," 1 Cowlitz Way, Ridgefield, WA 98642  ","Win up to $5,000 in slot play, guaranteed $40 slot play",5/29/2025 6:00,5/30/2025 5:59
>>>>>>> 6f50880 (Updated color map to assign certain colors to casinos and updated list of events.)
